CMDLINE C:\ProgramData\anaconda3\envs\torch_env\python.exe main_googlenet.py
MEM 1.562500 1712629568.0110
MEM 22.218750 1712629568.1137
MEM 150.738281 1712629568.2171
MEM 172.843750 1712629568.3198
MEM 186.921875 1712629568.4226
MEM 199.738281 1712629568.5253
MEM 230.128906 1712629568.6284
MEM 249.242188 1712629568.7311
MEM 255.226562 1712629568.8338
MEM 263.644531 1712629568.9370
MEM 270.515625 1712629569.0397
MEM 284.730469 1712629569.1425
MEM 294.523438 1712629569.2452
MEM 304.808594 1712629569.3479
MEM 313.765625 1712629569.4506
MEM 320.929688 1712629569.5539
MEM 325.976562 1712629569.6567
MEM 335.250000 1712629569.7594
MEM 348.750000 1712629569.8621
MEM 360.839844 1712629569.9648
MEM 374.746094 1712629570.0686
MEM 382.960938 1712629570.1723
MEM 388.851562 1712629570.2750
MEM 402.839844 1712629570.3777
MEM 407.273438 1712629570.4810
MEM 412.230469 1712629570.5836
MEM 418.976562 1712629570.6882
MEM 424.000000 1712629570.7921
MEM 455.273438 1712629570.9719
MEM 454.015625 1712629571.1085
MEM 456.898438 1712629571.2591
MEM 469.574219 1712629571.4077
MEM 474.820312 1712629571.5433
MEM 480.062500 1712629571.6670
MEM 483.371094 1712629571.8206
MEM 486.906250 1712629572.0240
MEM 481.578125 1712629572.1627
MEM 485.605469 1712629572.2963
MEM 488.414062 1712629572.4190
MEM 498.816406 1712629572.5545
MEM 500.648438 1712629572.7001
MEM 505.753906 1712629572.8268
MEM 504.042969 1712629572.9684
MEM 494.246094 1712629573.1050
MEM 492.375000 1712629573.2287
MEM 495.261719 1712629573.3803
MEM 502.253906 1712629573.5119
MEM 502.457031 1712629573.6625
MEM 514.425781 1712629573.8309
MEM 524.746094 1712629573.9965
MEM 513.566406 1712629574.1301
MEM 533.433594 1712629574.2378
MEM 510.933594 1712629574.4014
MEM 520.703125 1712629574.5440
MEM 526.371094 1712629574.7126
MEM 534.207031 1712629574.8612
MEM 534.984375 1712629575.0282
MEM 543.015625 1712629575.1509
MEM 545.832031 1712629575.2766
MEM 535.351562 1712629575.3803
MEM 544.644531 1712629575.5645
MEM 551.285156 1712629575.6742
MEM 551.738281 1712629575.8118
MEM 550.773438 1712629575.9544
MEM 555.972656 1712629576.0851
MEM 551.042969 1712629576.2177
MEM 550.757812 1712629576.3534
MEM 556.792969 1712629576.5379
MEM 560.160156 1712629576.6805
MEM 559.492188 1712629576.8151
MEM 562.210938 1712629576.9388
MEM 564.531250 1712629577.0884
MEM 575.265625 1712629577.2470
MEM 573.042969 1712629577.3916
MEM 569.480469 1712629577.5312
MEM 574.226562 1712629577.6818
MEM 583.921875 1712629577.8135
MEM 583.988281 1712629577.9840
MEM 576.996094 1712629578.1476
MEM 584.988281 1712629578.2712
MEM 589.972656 1712629578.3849
MEM 587.207031 1712629578.5325
MEM 597.589844 1712629578.6711
MEM 599.812500 1712629578.8227
MEM 599.812500 1712629578.9563
MEM 594.609375 1712629579.1000
MEM 603.449219 1712629579.2266
MEM 609.488281 1712629579.3563
MEM 604.812500 1712629579.4879
MEM 611.296875 1712629579.6156
MEM 605.183594 1712629579.7592
MEM 632.117188 1712629579.8629
MEM 617.320312 1712629579.9906
MEM 607.343750 1712629580.1462
MEM 604.609375 1712629580.2768
MEM 614.289062 1712629580.4204
MEM 620.316406 1712629580.5481
MEM 626.226562 1712629580.6927
MEM 621.898438 1712629580.8293
MEM 629.636719 1712629580.9959
MEM 627.882812 1712629581.1505
MEM 630.804688 1712629581.2991
MEM 636.132812 1712629581.4457
MEM 635.355469 1712629581.5738
MEM 630.890625 1712629581.7075
MEM 647.339844 1712629581.8222
MEM 639.019531 1712629581.9538
MEM 647.609375 1712629582.0905
MEM 648.187500 1712629582.2311
MEM 652.078125 1712629582.3607
MEM 646.324219 1712629582.4864
MEM 654.257812 1712629582.6160
MEM 663.734375 1712629582.7517
MEM 657.289062 1712629582.9063
MEM 666.082031 1712629583.0279
MEM 659.718750 1712629583.1556
MEM 664.675781 1712629583.2773
MEM 665.652344 1712629583.4079
MEM 674.484375 1712629583.5246
