CMDLINE C:\ProgramData\anaconda3\envs\torch_env\python.exe main_googlenet.py
MEM 1.558594 1713070159.4100
MEM 22.796875 1713070159.5134
MEM 123.886719 1713070159.6173
MEM 164.796875 1713070159.7201
MEM 184.386719 1713070159.8228
MEM 193.996094 1713070159.9255
MEM 226.460938 1713070160.0289
MEM 246.804688 1713070160.1318
MEM 254.761719 1713070160.2345
MEM 261.132812 1713070160.3379
MEM 268.066406 1713070160.4412
MEM 281.972656 1713070160.5449
MEM 292.402344 1713070160.6476
MEM 302.718750 1713070160.7503
MEM 311.003906 1713070160.8531
MEM 317.718750 1713070160.9558
MEM 321.500000 1713070161.0593
MEM 325.710938 1713070161.1626
MEM 328.101562 1713070161.2653
MEM 332.140625 1713070161.3682
MEM 336.976562 1713070161.4711
MEM 341.648438 1713070161.5739
MEM 348.445312 1713070161.6775
MEM 353.464844 1713070161.7822
MEM 359.285156 1713070161.8852
MEM 364.855469 1713070161.9876
MEM 368.320312 1713070162.0905
MEM 374.351562 1713070162.1938
MEM 376.039062 1713070162.2969
MEM 379.269531 1713070162.3996
MEM 383.785156 1713070162.5024
MEM 387.550781 1713070162.6051
MEM 395.789062 1713070162.7078
MEM 404.601562 1713070162.8105
MEM 410.820312 1713070162.9132
MEM 413.953125 1713070163.0159
MEM 415.382812 1713070163.1191
MEM 418.769531 1713070163.2219
MEM 422.742188 1713070163.3256
MEM 424.972656 1713070163.4296
MEM 441.546875 1713070163.5323
MEM 455.886719 1713070163.6756
MEM 465.250000 1713070163.7903
MEM 461.367188 1713070163.9091
MEM 463.738281 1713070164.0458
MEM 461.429688 1713070164.1894
MEM 466.765625 1713070164.3051
MEM 462.347656 1713070164.4081
MEM 483.480469 1713070164.5567
MEM 484.636719 1713070164.6944
MEM 466.898438 1713070164.8181
MEM 470.148438 1713070164.9597
MEM 485.910156 1713070165.0813
MEM 491.625000 1713070165.2280
MEM 483.117188 1713070165.3676
MEM 484.820312 1713070165.5191
MEM 480.796875 1713070165.6219
MEM 496.031250 1713070165.7484
MEM 493.992188 1713070165.8571
MEM 500.109375 1713070166.0077
MEM 496.085938 1713070166.1493
MEM 491.117188 1713070166.2807
MEM 509.347656 1713070166.4223
MEM 512.214844 1713070166.5643
MEM 501.347656 1713070166.7089
MEM 511.722656 1713070166.8715
MEM 507.058594 1713070167.0171
MEM 505.472656 1713070167.1477
MEM 503.226562 1713070167.2764
MEM 498.722656 1713070167.3801
MEM 517.156250 1713070167.5097
MEM 513.796875 1713070167.6564
MEM 503.164062 1713070167.7808
MEM 517.226562 1713070167.9234
MEM 529.449219 1713070168.0680
