CMDLINE C:\ProgramData\anaconda3\envs\torch_env\python.exe main_googlenet.py
MEM 2375.804688 1712659658.1090
MEM 2725.093750 1712659658.2187
MEM 2497.464844 1712659658.3214
MEM 1830.839844 1712659658.4252
MEM 1830.839844 1712659658.5279
MEM 1897.546875 1712659658.6306
MEM 2107.769531 1712659658.7344
MEM 2432.667969 1712659658.8381
MEM 1958.363281 1712659658.9438
MEM 1958.363281 1712659659.0475
MEM 1958.363281 1712659659.1502
MEM 1964.847656 1712659659.2539
MEM 2038.328125 1712659659.3577
MEM 2053.476562 1712659659.4604
MEM 2054.175781 1712659659.5631
MEM 1788.746094 1712659659.6679
MEM 1586.628906 1712659659.7703
MEM 524.054688 1712659659.8740
MEM 516.113281 1712659659.9778
MEM 458.503906 1712659660.0865
