CMDLINE C:\ProgramData\anaconda3\envs\torch_env\python.exe main_googlenet.py
MEM 1.558594 1712659625.4398
MEM 22.496094 1712659625.5425
MEM 146.878906 1712659625.6463
MEM 171.589844 1712659625.7500
MEM 185.976562 1712659625.8538
MEM 199.128906 1712659625.9565
MEM 228.046875 1712659626.0592
MEM 247.578125 1712659626.1629
MEM 254.503906 1712659626.2657
MEM 262.140625 1712659626.3686
MEM 268.039062 1712659626.4723
MEM 280.269531 1712659626.5760
MEM 291.289062 1712659626.6798
MEM 301.027344 1712659626.7835
MEM 310.480469 1712659626.8862
MEM 318.324219 1712659626.9889
MEM 325.382812 1712659627.0933
MEM 329.531250 1712659627.1960
MEM 339.351562 1712659627.2987
MEM 351.757812 1712659627.4015
MEM 363.871094 1712659627.5049
MEM 374.417969 1712659627.6096
MEM 382.906250 1712659627.7133
MEM 388.375000 1712659627.8157
MEM 401.507812 1712659627.9184
MEM 406.835938 1712659628.0222
MEM 411.691406 1712659628.1249
MEM 418.628906 1712659628.2285
MEM 423.445312 1712659628.3322
MEM 454.187500 1712659628.4598
MEM 448.593750 1712659628.5935
MEM 465.113281 1712659628.7391
MEM 466.402344 1712659628.8937
MEM 472.625000 1712659629.0186
MEM 476.117188 1712659629.1527
MEM 481.093750 1712659629.3070
MEM 467.312500 1712659629.4397
MEM 480.414062 1712659629.5693
MEM 484.933594 1712659629.7199
MEM 492.234375 1712659629.8675
MEM 500.933594 1712659630.0002
MEM 500.925781 1712659630.1438
MEM 496.636719 1712659630.3004
MEM 496.765625 1712659630.4420
MEM 500.882812 1712659630.5856
MEM 498.902344 1712659630.7222
MEM 502.527344 1712659630.8608
MEM 500.117188 1712659630.9865
MEM 507.300781 1712659631.1251
MEM 508.355469 1712659631.2508
MEM 514.476562 1712659631.4084
MEM 519.128906 1712659631.5350
MEM 514.675781 1712659631.6956
MEM 517.378906 1712659631.8458
MEM 529.835938 1712659632.0014
MEM 529.515625 1712659632.1460
MEM 524.191406 1712659632.2776
MEM 533.054688 1712659632.4173
MEM 528.617188 1712659632.5539
MEM 528.910156 1712659632.6875
MEM 541.332031 1712659632.8102
MEM 544.828125 1712659632.9847
MEM 541.320312 1712659633.1234
MEM 552.742188 1712659633.2550
MEM 542.832031 1712659633.3897
MEM 538.378906 1712659633.5153
MEM 540.105469 1712659633.6330
MEM 550.546875 1712659633.7676
MEM 546.746094 1712659633.8999
MEM 548.425781 1712659634.0465
MEM 558.382812 1712659634.1903
MEM 561.324219 1712659634.3070
MEM 566.386719 1712659634.4356
MEM 568.320312 1712659634.5752
MEM 552.375000 1712659634.6919
MEM 565.847656 1712659634.8385
MEM 571.523438 1712659634.9592
MEM 574.722656 1712659635.0769
MEM 573.886719 1712659635.2105
MEM 578.343750 1712659635.3582
MEM 579.132812 1712659635.5038
MEM 582.156250 1712659635.6195
MEM 587.656250 1712659635.7581
MEM 592.746094 1712659635.9017
MEM 581.339844 1712659636.0154
MEM 588.730469 1712659636.1261
MEM 620.363281 1712659636.2298
MEM 591.386719 1712659636.3655
MEM 588.792969 1712659636.5131
MEM 593.730469 1712659636.6487
MEM 598.562500 1712659636.7604
MEM 594.296875 1712659636.9061
MEM 595.000000 1712659637.0656
MEM 605.703125 1712659637.2462
MEM 607.808594 1712659637.3918
MEM 602.101562 1712659637.5134
MEM 609.074219 1712659637.6541
MEM 605.640625 1712659637.7837
MEM 622.015625 1712659637.9253
MEM 624.843750 1712659638.0789
MEM 625.417969 1712659638.2126
MEM 620.433594 1712659638.3582
MEM 623.546875 1712659638.4759
MEM 625.812500 1712659638.6035
MEM 631.253906 1712659638.7581
MEM 633.488281 1712659638.9047
MEM 634.859375 1712659639.0214
MEM 640.667969 1712659639.1381
MEM 643.593750 1712659639.2618
MEM 639.453125 1712659639.4034
MEM 645.199219 1712659639.5560
MEM 648.316406 1712659639.6836
MEM 658.113281 1712659639.8033
MEM 641.929688 1712659639.9439
MEM 660.539062 1712659640.0756
MEM 654.046875 1712659640.2301
MEM 655.730469 1712659640.3498
MEM 658.980469 1712659640.4895
MEM 668.925781 1712659640.6231
MEM 674.113281 1712659640.7757
MEM 669.441406 1712659640.8899
MEM 667.933594 1712659641.0235
MEM 663.402344 1712659641.1562
MEM 680.054688 1712659641.2948
MEM 685.394531 1712659641.4275
MEM 681.273438 1712659641.5840
MEM 686.812500 1712659641.7426
MEM 710.824219 1712659641.8452
MEM 694.062500 1712659641.9668
MEM 680.925781 1712659642.0955
MEM 695.335938 1712659642.2162
MEM 684.996094 1712659642.3847
MEM 683.625000 1712659642.5094
MEM 692.089844 1712659642.6430
MEM 693.617188 1712659642.7777
MEM 702.289062 1712659642.9024
MEM 695.804688 1712659643.0410
MEM 707.351562 1712659643.1837
MEM 700.175781 1712659643.3033
MEM 708.898438 1712659643.4340
MEM 717.230469 1712659643.5656
MEM 711.718750 1712659643.6943
MEM 718.105469 1712659643.8279
MEM 719.753906 1712659643.9805
MEM 712.867188 1712659644.1441
MEM 726.027344 1712659644.2869
MEM 726.812500 1712659644.4365
MEM 722.371094 1712659644.5821
MEM 730.632812 1712659644.7058
MEM 735.652344 1712659644.8135
MEM 735.910156 1712659644.9521
MEM 741.468750 1712659645.0997
MEM 742.566406 1712659645.2363
MEM 741.429688 1712659645.3969
MEM 739.343750 1712659645.5415
MEM 743.023438 1712659645.7131
MEM 750.804688 1712659645.8536
MEM 747.574219 1712659645.9863
MEM 750.843750 1712659646.1139
MEM 758.515625 1712659646.2516
MEM 762.636719 1712659646.4151
MEM 765.878906 1712659646.5338
MEM 759.046875 1712659646.6595
MEM 764.417969 1712659646.7812
MEM 757.085938 1712659646.9018
MEM 766.640625 1712659647.0175
MEM 778.542969 1712659647.1432
MEM 770.042969 1712659647.2708
MEM 777.742188 1712659647.4015
MEM 784.195312 1712659647.5162
MEM 772.628906 1712659647.6369
MEM 780.914062 1712659647.7835
MEM 776.050781 1712659647.9251
MEM 778.976562 1712659648.0468
MEM 778.539062 1712659648.1954
MEM 786.046875 1712659648.3330
MEM 782.218750 1712659648.4587
MEM 776.515625 1712659648.6172
MEM 787.687500 1712659648.7469
MEM 785.472656 1712659648.8529
MEM 783.925781 1712659648.9566
MEM 780.042969 1712659649.0613
MEM 780.179688 1712659649.1660
MEM 783.230469 1712659649.2708
MEM 787.359375 1712659649.3745
MEM 775.074219 1712659649.4782
MEM 776.578125 1712659649.5818
MEM 778.285156 1712659649.6848
MEM 797.593750 1712659649.8025
MEM 798.226562 1712659649.9381
MEM 802.601562 1712659650.0967
MEM 805.652344 1712659650.2423
MEM 807.312500 1712659650.3649
MEM 811.320312 1712659650.5106
MEM 804.886719 1712659650.6572
MEM 804.394531 1712659650.7908
MEM 821.535156 1712659650.9045
MEM 822.550781 1712659651.0262
MEM 821.492188 1712659651.1548
MEM 826.703125 1712659651.2915
MEM 821.343750 1712659651.4151
MEM 833.980469 1712659651.5847
MEM 834.550781 1712659651.6904
MEM 827.937500 1712659651.8104
MEM 837.457031 1712659651.9450
MEM 831.027344 1712659652.0547
MEM 842.777344 1712659652.1944
MEM 843.984375 1712659652.3270
MEM 842.253906 1712659652.4477
MEM 855.644531 1712659652.5763
MEM 853.312500 1712659652.7170
MEM 849.039062 1712659652.8486
MEM 844.601562 1712659652.9773
MEM 855.105469 1712659653.1189
MEM 858.074219 1712659653.2625
MEM 852.765625 1712659653.3832
MEM 862.550781 1712659653.5208
MEM 857.984375 1712659653.6275
MEM 863.968750 1712659653.7392
MEM 857.800781 1712659653.8449
MEM 854.917969 1712659653.9517
MEM 973.316406 1712659654.0544
MEM 1154.527344 1712659654.1583
MEM 1154.531250 1712659654.2631
MEM 1154.531250 1712659654.3658
MEM 1154.531250 1712659654.4685
MEM 1154.531250 1712659654.5712
MEM 1154.531250 1712659654.6740
MEM 873.488281 1712659654.7774
MEM 1027.300781 1712659654.8821
MEM 1223.078125 1712659654.9858
MEM 1415.656250 1712659655.0905
MEM 1611.445312 1712659655.1933
MEM 1803.460938 1712659655.2979
MEM 1977.273438 1712659655.4027
MEM 2151.210938 1712659655.5064
MEM 2332.484375 1712659655.6091
MEM 2530.097656 1712659655.7129
MEM 2724.753906 1712659655.8176
MEM 3074.820312 1712659655.9213
MEM 3461.257812 1712659656.0250
MEM 3875.207031 1712659656.1297
MEM 4323.968750 1712659656.2334
MEM 4461.660156 1712659656.3362
MEM 3435.703125 1712659656.4409
MEM 2827.261719 1712659656.5486
MEM 3315.449219 1712659656.6553
MEM 3357.402344 1712659656.7590
MEM 2045.402344 1712659656.8628
MEM 1767.625000 1712659656.9665
MEM 1767.628906 1712659657.0702
MEM 1767.628906 1712659657.1729
MEM 1767.628906 1712659657.2767
MEM 1767.628906 1712659657.3804
MEM 1767.628906 1712659657.4841
MEM 1767.628906 1712659657.5868
MEM 1767.628906 1712659657.6905
MEM 1767.628906 1712659657.7928
MEM 1767.628906 1712659657.8966
MEM 1767.628906 1712659658.0003
