CMDLINE C:\ProgramData\anaconda3\envs\torch_env\python.exe main_googlenet.py
MEM 4090.902344 1712594356.6225
MEM 4090.902344 1712594356.7252
MEM 4090.902344 1712594356.8279
MEM 4090.902344 1712594356.9306
MEM 4090.902344 1712594357.0334
MEM 4090.902344 1712594357.1361
MEM 4090.902344 1712594357.2388
MEM 4090.902344 1712594357.3415
MEM 4090.902344 1712594357.4443
MEM 4090.902344 1712594357.5470
MEM 4090.902344 1712594357.6497
MEM 4090.902344 1712594357.7524
MEM 4090.902344 1712594357.8552
MEM 4090.902344 1712594357.9577
MEM 4090.902344 1712594358.0606
MEM 4090.902344 1712594358.1633
MEM 4090.902344 1712594358.2660
MEM 4090.902344 1712594358.3688
MEM 4090.902344 1712594358.4716
MEM 4090.902344 1712594358.5744
MEM 4090.902344 1712594358.6771
MEM 4090.902344 1712594358.7798
MEM 4090.902344 1712594358.8825
MEM 4090.902344 1712594358.9853
MEM 4090.902344 1712594359.0881
MEM 4090.902344 1712594359.1908
MEM 4090.902344 1712594359.2935
MEM 4090.902344 1712594359.3963
MEM 4090.902344 1712594359.4990
MEM 4090.902344 1712594359.6017
MEM 4090.902344 1712594359.7044
MEM 4090.902344 1712594359.8072
MEM 4090.902344 1712594359.9099
MEM 4090.902344 1712594360.0126
MEM 4090.902344 1712594360.1153
MEM 4090.902344 1712594360.2181
MEM 4090.902344 1712594360.3208
MEM 4090.902344 1712594360.4235
MEM 4090.902344 1712594360.5262
MEM 4090.902344 1712594360.6290
MEM 4090.902344 1712594360.7317
MEM 4090.902344 1712594360.8344
MEM 4090.902344 1712594360.9371
MEM 4090.902344 1712594361.0398
MEM 4090.902344 1712594361.1426
MEM 4090.902344 1712594361.2453
MEM 4090.902344 1712594361.3476
MEM 4090.902344 1712594361.4503
MEM 4090.902344 1712594361.5537
MEM 4090.902344 1712594361.6565
MEM 4090.902344 1712594361.7592
MEM 4090.902344 1712594361.8619
MEM 4090.902344 1712594361.9646
MEM 4090.902344 1712594362.0679
MEM 4090.902344 1712594362.1706
MEM 4090.902344 1712594362.2733
MEM 4090.902344 1712594362.3760
MEM 4090.902344 1712594362.4783
MEM 4090.902344 1712594362.5810
MEM 4090.902344 1712594362.6838
MEM 4090.902344 1712594362.7865
MEM 4090.902344 1712594362.8892
MEM 4090.902344 1712594362.9920
MEM 4090.902344 1712594363.0947
MEM 4090.902344 1712594363.1974
MEM 4090.902344 1712594363.3001
MEM 4090.902344 1712594363.4029
MEM 4090.902344 1712594363.5056
MEM 4090.902344 1712594363.6083
MEM 4090.902344 1712594363.7111
MEM 4090.902344 1712594363.8137
MEM 4090.902344 1712594363.9165
MEM 4090.902344 1712594364.0192
MEM 4090.902344 1712594364.1220
MEM 4090.902344 1712594364.2246
MEM 4090.902344 1712594364.3274
MEM 4090.902344 1712594364.4301
MEM 4090.902344 1712594364.5324
MEM 4090.902344 1712594364.6352
MEM 4090.902344 1712594364.7379
MEM 4090.902344 1712594364.8406
MEM 4090.902344 1712594364.9433
MEM 4090.902344 1712594365.0460
MEM 4090.902344 1712594365.1488
MEM 4090.902344 1712594365.2515
MEM 4090.902344 1712594365.3542
MEM 4090.902344 1712594365.4570
MEM 4090.902344 1712594365.5597
MEM 4090.902344 1712594365.6624
MEM 4090.902344 1712594365.7651
MEM 4090.902344 1712594365.8678
MEM 4090.902344 1712594365.9706
MEM 4090.902344 1712594366.0733
MEM 4090.902344 1712594366.1760
MEM 4090.902344 1712594366.2788
MEM 4090.902344 1712594366.3815
MEM 4090.902344 1712594366.4842
MEM 4090.902344 1712594366.5869
MEM 4090.902344 1712594366.6897
MEM 4090.902344 1712594366.7924
MEM 4090.902344 1712594366.8951
MEM 4090.902344 1712594366.9979
MEM 4090.902344 1712594367.1006
MEM 4090.902344 1712594367.2033
MEM 4090.902344 1712594367.3060
MEM 4090.902344 1712594367.4088
MEM 4090.902344 1712594367.5111
MEM 4090.902344 1712594367.6139
MEM 4090.902344 1712594367.7166
MEM 4090.902344 1712594367.8193
MEM 4090.902344 1712594367.9220
MEM 4090.902344 1712594368.0248
MEM 4090.902344 1712594368.1275
MEM 4090.902344 1712594368.2302
MEM 4090.902344 1712594368.3330
MEM 4090.902344 1712594368.4357
MEM 4090.902344 1712594368.5384
MEM 4090.902344 1712594368.6411
MEM 4090.902344 1712594368.7438
MEM 4090.902344 1712594368.8465
MEM 4090.902344 1712594368.9492
MEM 4090.902344 1712594369.0522
MEM 4090.902344 1712594369.1550
MEM 4090.902344 1712594369.2577
MEM 4090.902344 1712594369.3604
MEM 4090.902344 1712594369.4631
MEM 4090.902344 1712594369.5659
MEM 4090.902344 1712594369.6686
MEM 4090.902344 1712594369.7713
MEM 4090.902344 1712594369.8743
MEM 4090.902344 1712594369.9770
MEM 4090.902344 1712594370.0798
MEM 4090.902344 1712594370.1825
MEM 4090.902344 1712594370.2852
MEM 4090.902344 1712594370.3879
MEM 4090.902344 1712594370.4908
MEM 4090.902344 1712594370.5935
MEM 4090.902344 1712594370.6962
MEM 4090.902344 1712594370.7990
MEM 4090.902344 1712594370.9017
MEM 4090.902344 1712594371.0044
MEM 4090.902344 1712594371.1072
MEM 4090.902344 1712594371.2099
MEM 4090.902344 1712594371.3126
MEM 4090.902344 1712594371.4159
MEM 4090.902344 1712594371.5187
MEM 4090.902344 1712594371.6214
MEM 4090.902344 1712594371.7241
MEM 4090.902344 1712594371.8269
MEM 4090.902344 1712594371.9296
MEM 4090.902344 1712594372.0323
MEM 4090.902344 1712594372.1350
MEM 4090.902344 1712594372.2378
MEM 4090.902344 1712594372.3405
MEM 4090.902344 1712594372.4432
MEM 4090.902344 1712594372.5459
MEM 4090.902344 1712594372.6486
MEM 4090.902344 1712594372.7514
MEM 4090.902344 1712594372.8541
MEM 4090.902344 1712594372.9568
MEM 4090.902344 1712594373.0596
MEM 4090.902344 1712594373.1623
MEM 4090.902344 1712594373.2650
MEM 4090.902344 1712594373.3677
MEM 4090.902344 1712594373.4700
MEM 4090.902344 1712594373.5728
MEM 4090.902344 1712594373.6755
MEM 4090.902344 1712594373.7782
MEM 4090.902344 1712594373.8810
MEM 4090.902344 1712594373.9837
MEM 4090.902344 1712594374.0864
MEM 4090.902344 1712594374.1891
MEM 4090.902344 1712594374.2919
MEM 4090.902344 1712594374.3946
MEM 4090.902344 1712594374.4973
MEM 4090.902344 1712594374.6000
MEM 4090.902344 1712594374.7028
MEM 4090.902344 1712594374.8055
MEM 4090.902344 1712594374.9082
MEM 4090.902344 1712594375.0109
MEM 4090.902344 1712594375.1136
MEM 4090.902344 1712594375.2160
MEM 4090.902344 1712594375.3188
