CMDLINE C:\ProgramData\anaconda3\envs\torch_env\python.exe main_googlenet.py
MEM 5250.941406 1714383152.7450
MEM 5250.941406 1714383152.8477
MEM 5250.941406 1714383152.9505
MEM 5250.941406 1714383153.0532
MEM 5250.941406 1714383153.1559
MEM 5250.941406 1714383153.2586
MEM 5250.941406 1714383153.3614
MEM 5250.941406 1714383153.4641
MEM 5250.941406 1714383153.5668
MEM 5250.941406 1714383153.6695
MEM 5250.941406 1714383153.7723
MEM 5250.941406 1714383153.8750
MEM 5250.941406 1714383153.9777
MEM 5250.941406 1714383154.0810
MEM 5250.941406 1714383154.1837
MEM 5250.941406 1714383154.2864
MEM 5250.941406 1714383154.3901
MEM 5250.941406 1714383154.4929
MEM 5250.949219 1714383154.5966
MEM 5250.937500 1714383154.6993
MEM 5259.070312 1714383154.8016
MEM 5259.070312 1714383154.9043
MEM 5259.070312 1714383155.0071
MEM 5260.945312 1714383155.1108
MEM 5259.070312 1714383155.2145
MEM 5259.070312 1714383155.3172
MEM 5259.070312 1714383155.4200
MEM 5262.402344 1714383155.5227
MEM 5268.664062 1714383155.6264
MEM 5266.089844 1714383155.7301
MEM 5266.093750 1714383155.8328
MEM 5266.093750 1714383155.9356
MEM 5266.093750 1714383156.0383
MEM 5266.093750 1714383156.1410
MEM 5266.093750 1714383156.2437
MEM 5266.093750 1714383156.3475
MEM 5266.093750 1714383156.4502
MEM 5266.093750 1714383156.5529
MEM 5266.093750 1714383156.6556
MEM 5266.093750 1714383156.7589
MEM 5266.093750 1714383156.8616
MEM 5266.093750 1714383156.9643
MEM 5266.093750 1714383157.0676
MEM 5272.222656 1714383157.1713
MEM 5266.093750 1714383157.2740
MEM 5266.093750 1714383157.3768
MEM 5266.093750 1714383157.4795
MEM 5266.093750 1714383157.5822
MEM 5266.093750 1714383157.6849
MEM 5266.093750 1714383157.7877
MEM 5266.093750 1714383157.8914
MEM 5266.093750 1714383157.9941
MEM 5266.093750 1714383158.0968
MEM 5266.093750 1714383158.1996
MEM 5266.093750 1714383158.3023
MEM 5266.093750 1714383158.4050
MEM 5266.093750 1714383158.5077
MEM 5266.093750 1714383158.6105
MEM 5266.097656 1714383158.7142
MEM 5266.097656 1714383158.8169
MEM 5266.097656 1714383158.9196
MEM 5266.097656 1714383159.0224
MEM 5266.097656 1714383159.1251
MEM 5266.101562 1714383159.2278
MEM 5266.101562 1714383159.3305
MEM 5266.101562 1714383159.4333
MEM 5266.101562 1714383159.5360
MEM 5266.101562 1714383159.6387
MEM 5266.101562 1714383159.7414
MEM 5266.101562 1714383159.8442
MEM 5266.101562 1714383159.9469
MEM 5266.101562 1714383160.0499
MEM 5266.101562 1714383160.1522
MEM 5266.101562 1714383160.2549
MEM 5266.101562 1714383160.3576
MEM 5266.101562 1714383160.4604
MEM 5266.101562 1714383160.5631
MEM 5268.082031 1714383160.6668
MEM 5266.101562 1714383160.7695
MEM 5266.101562 1714383160.8723
MEM 5266.101562 1714383160.9750
MEM 5266.101562 1714383161.0777
MEM 5266.101562 1714383161.1812
MEM 5266.101562 1714383161.2839
MEM 5266.101562 1714383161.3867
MEM 5266.101562 1714383161.4894
MEM 5266.101562 1714383161.5921
MEM 5266.101562 1714383161.6948
MEM 5266.101562 1714383161.7976
MEM 5266.101562 1714383161.9003
MEM 5266.101562 1714383162.0030
MEM 5266.101562 1714383162.1057
MEM 5266.101562 1714383162.2095
MEM 5266.101562 1714383162.3122
MEM 5266.101562 1714383162.4149
MEM 5266.101562 1714383162.5176
MEM 5266.101562 1714383162.6204
MEM 5266.101562 1714383162.7231
MEM 5266.101562 1714383162.8258
MEM 5266.101562 1714383162.9285
MEM 5266.101562 1714383163.0313
MEM 5266.101562 1714383163.1345
MEM 5266.101562 1714383163.2372
MEM 5266.101562 1714383163.3400
MEM 5266.101562 1714383163.4427
MEM 5266.101562 1714383163.5464
MEM 5266.101562 1714383163.6491
MEM 5266.105469 1714383163.7529
MEM 5266.105469 1714383163.8556
MEM 5266.105469 1714383163.9583
MEM 5266.105469 1714383164.0610
MEM 5266.105469 1714383164.1638
MEM 5266.105469 1714383164.2665
MEM 5266.105469 1714383164.3692
MEM 5266.105469 1714383164.4719
MEM 5266.105469 1714383164.5747
MEM 5266.105469 1714383164.6774
MEM 5266.105469 1714383164.7801
MEM 5266.105469 1714383164.8828
MEM 5266.105469 1714383164.9856
MEM 5266.105469 1714383165.0883
MEM 5266.105469 1714383165.1910
MEM 5266.105469 1714383165.2937
MEM 5266.105469 1714383165.3965
MEM 5266.105469 1714383165.4992
MEM 5266.105469 1714383165.6019
MEM 5266.074219 1714383165.7046
MEM 5266.117188 1714383165.8079
MEM 5266.257812 1714383165.9126
MEM 5266.117188 1714383166.0154
MEM 5266.117188 1714383166.1176
MEM 5266.117188 1714383166.2205
MEM 5266.117188 1714383166.3233
MEM 5266.117188 1714383166.4260
MEM 5266.121094 1714383166.5287
MEM 5266.140625 1714383166.6314
MEM 5266.148438 1714383166.7347
MEM 5266.148438 1714383166.8374
MEM 5266.113281 1714383166.9401
MEM 5266.113281 1714383167.0429
MEM 5266.125000 1714383167.1456
MEM 5266.125000 1714383167.2483
MEM 5266.125000 1714383167.3510
MEM 5266.125000 1714383167.4538
MEM 5266.125000 1714383167.5565
MEM 5266.125000 1714383167.6592
MEM 5266.125000 1714383167.7619
MEM 5266.136719 1714383167.8647
MEM 5266.136719 1714383167.9674
MEM 5266.136719 1714383168.0701
MEM 5266.136719 1714383168.1728
MEM 5272.265625 1714383168.2756
MEM 5266.136719 1714383168.3783
MEM 5266.136719 1714383168.4810
MEM 5266.136719 1714383168.5837
MEM 5266.136719 1714383168.6865
MEM 5266.136719 1714383168.7892
MEM 5266.136719 1714383168.8919
MEM 5266.136719 1714383168.9946
MEM 5266.136719 1714383169.0979
MEM 5266.136719 1714383169.2006
MEM 5266.136719 1714383169.3033
MEM 5266.136719 1714383169.4061
MEM 5266.136719 1714383169.5088
MEM 5266.136719 1714383169.6125
MEM 5266.136719 1714383169.7152
MEM 5266.136719 1714383169.8180
MEM 5266.136719 1714383169.9207
MEM 5266.136719 1714383170.0234
MEM 5266.136719 1714383170.1267
MEM 5268.390625 1714383170.2304
MEM 5266.136719 1714383170.3331
MEM 5266.136719 1714383170.4359
MEM 5266.136719 1714383170.5386
MEM 5266.136719 1714383170.6413
MEM 5266.136719 1714383170.7440
MEM 5266.136719 1714383170.8468
MEM 5266.136719 1714383170.9495
MEM 5266.136719 1714383171.0522
MEM 5266.136719 1714383171.1549
MEM 5266.136719 1714383171.2577
MEM 5266.136719 1714383171.3604
MEM 5266.136719 1714383171.4631
MEM 5266.136719 1714383171.5658
MEM 5266.136719 1714383171.6686
MEM 5266.136719 1714383171.7713
MEM 5266.136719 1714383171.8740
MEM 5266.136719 1714383171.9767
MEM 5266.136719 1714383172.0800
MEM 5272.265625 1714383172.1837
MEM 5266.136719 1714383172.2864
MEM 5266.136719 1714383172.3892
MEM 5266.136719 1714383172.4919
MEM 5266.136719 1714383172.5946
MEM 5266.136719 1714383172.6973
MEM 5266.136719 1714383172.8001
MEM 5266.136719 1714383172.9028
MEM 5266.136719 1714383173.0055
MEM 5266.136719 1714383173.1082
MEM 5266.136719 1714383173.2110
MEM 5266.136719 1714383173.3147
MEM 5266.136719 1714383173.4174
MEM 5266.136719 1714383173.5201
MEM 5266.136719 1714383173.6229
MEM 5266.136719 1714383173.7256
MEM 5266.136719 1714383173.8283
MEM 5266.136719 1714383173.9310
MEM 5266.148438 1714383174.0338
MEM 5266.148438 1714383174.1365
MEM 5266.148438 1714383174.2392
MEM 5266.148438 1714383174.3419
MEM 5266.148438 1714383174.4447
MEM 5266.148438 1714383174.5474
MEM 5266.148438 1714383174.6511
MEM 5266.148438 1714383174.7538
MEM 5267.320312 1714383174.8566
MEM 5266.148438 1714383174.9593
MEM 5266.148438 1714383175.0620
MEM 5266.148438 1714383175.1653
MEM 5266.148438 1714383175.2680
MEM 5266.160156 1714383175.3707
MEM 5266.160156 1714383175.4734
MEM 5266.160156 1714383175.5762
MEM 5266.160156 1714383175.6789
MEM 5266.160156 1714383175.7816
MEM 5266.160156 1714383175.8843
MEM 5266.160156 1714383175.9881
MEM 5266.160156 1714383176.0908
MEM 5266.171875 1714383176.1937
MEM 5266.171875 1714383176.2964
MEM 5266.171875 1714383176.3992
MEM 5266.171875 1714383176.5019
MEM 5266.171875 1714383176.6046
MEM 5266.140625 1714383176.7074
MEM 5266.175781 1714383176.8096
MEM 5266.175781 1714383176.9123
MEM 5266.890625 1714383177.0160
MEM 5266.175781 1714383177.1187
MEM 5266.175781 1714383177.2215
MEM 5266.175781 1714383177.3242
MEM 5266.175781 1714383177.4269
MEM 5266.175781 1714383177.5296
MEM 5266.175781 1714383177.6324
MEM 5266.175781 1714383177.7351
MEM 5266.175781 1714383177.8388
MEM 5266.175781 1714383177.9415
MEM 5266.175781 1714383178.0443
MEM 5266.175781 1714383178.1475
MEM 5266.175781 1714383178.2502
MEM 5266.175781 1714383178.3530
MEM 5266.175781 1714383178.4557
MEM 5266.175781 1714383178.5584
MEM 5266.175781 1714383178.6611
MEM 5266.175781 1714383178.7639
MEM 5266.175781 1714383178.8666
MEM 5266.175781 1714383178.9693
MEM 5266.175781 1714383179.0720
MEM 5266.175781 1714383179.1748
MEM 5272.304688 1714383179.2785
MEM 5266.175781 1714383179.3812
MEM 5266.175781 1714383179.4839
MEM 5266.175781 1714383179.5867
MEM 5266.175781 1714383179.6894
MEM 5266.175781 1714383179.7921
MEM 5266.175781 1714383179.8948
MEM 5266.175781 1714383179.9976
MEM 5266.175781 1714383180.1003
MEM 5266.175781 1714383180.2030
MEM 5266.191406 1714383180.3057
MEM 5266.191406 1714383180.4085
MEM 5266.191406 1714383180.5112
MEM 5266.191406 1714383180.6149
MEM 5266.191406 1714383180.7176
MEM 5266.191406 1714383180.8204
MEM 5266.191406 1714383180.9231
MEM 5266.191406 1714383181.0258
MEM 5266.191406 1714383181.1291
MEM 5266.191406 1714383181.2318
MEM 5266.191406 1714383181.3345
MEM 5266.191406 1714383181.4372
MEM 5266.191406 1714383181.5400
MEM 5266.191406 1714383181.6427
MEM 5266.191406 1714383181.7454
MEM 5266.191406 1714383181.8481
MEM 5272.320312 1714383181.9509
MEM 5266.191406 1714383182.0546
MEM 5266.191406 1714383182.1573
MEM 5266.191406 1714383182.2600
MEM 5266.191406 1714383182.3628
MEM 5266.191406 1714383182.4665
MEM 5266.191406 1714383182.5692
MEM 5266.191406 1714383182.6719
MEM 5266.191406 1714383182.7747
MEM 5266.191406 1714383182.8774
MEM 5266.191406 1714383182.9801
MEM 5271.636719 1714383183.0838
MEM 5266.191406 1714383183.1866
MEM 5266.191406 1714383183.2893
MEM 5266.191406 1714383183.3920
MEM 5266.191406 1714383183.4947
MEM 5266.191406 1714383183.5975
MEM 5266.191406 1714383183.7002
MEM 5266.191406 1714383183.8029
MEM 5266.191406 1714383183.9056
MEM 5266.191406 1714383184.0084
MEM 5266.191406 1714383184.1106
MEM 5266.191406 1714383184.2133
MEM 5266.191406 1714383184.3161
MEM 5266.191406 1714383184.4188
MEM 5266.191406 1714383184.5215
MEM 5272.320312 1714383184.6242
MEM 5266.191406 1714383184.7280
MEM 5266.191406 1714383184.8307
MEM 5266.191406 1714383184.9334
MEM 5266.191406 1714383185.0361
MEM 5266.191406 1714383185.1399
MEM 5266.191406 1714383185.2426
MEM 5266.191406 1714383185.3443
MEM 5266.191406 1714383185.4480
MEM 5266.191406 1714383185.5508
MEM 5266.191406 1714383185.6535
MEM 5266.191406 1714383185.7562
MEM 5266.191406 1714383185.8599
MEM 5266.191406 1714383185.9627
MEM 5266.191406 1714383186.0654
MEM 5266.191406 1714383186.1681
MEM 5266.191406 1714383186.2711
MEM 5266.191406 1714383186.3738
MEM 5266.191406 1714383186.4766
MEM 5266.191406 1714383186.5793
MEM 5266.191406 1714383186.6820
MEM 5266.191406 1714383186.7853
MEM 5266.191406 1714383186.8880
MEM 5266.191406 1714383186.9907
MEM 5266.191406 1714383187.0940
MEM 5266.191406 1714383187.1967
MEM 5271.570312 1714383187.3004
MEM 5266.191406 1714383187.4031
MEM 5266.191406 1714383187.5059
MEM 5266.160156 1714383187.6086
MEM 5266.195312 1714383187.7112
MEM 5266.195312 1714383187.8140
MEM 5266.195312 1714383187.9167
MEM 5272.324219 1714383188.0194
MEM 5266.195312 1714383188.1231
MEM 5266.195312 1714383188.2259
MEM 5266.195312 1714383188.3286
MEM 5266.207031 1714383188.4313
MEM 5266.207031 1714383188.5340
MEM 5266.207031 1714383188.6368
MEM 5266.207031 1714383188.7395
MEM 5266.207031 1714383188.8422
MEM 5266.207031 1714383188.9449
MEM 5272.335938 1714383189.0477
MEM 5266.207031 1714383189.1504
MEM 5266.207031 1714383189.2531
MEM 5266.207031 1714383189.3558
MEM 5266.207031 1714383189.4586
MEM 5266.207031 1714383189.5613
MEM 5266.207031 1714383189.6640
MEM 5266.207031 1714383189.7667
MEM 5266.207031 1714383189.8695
MEM 5266.207031 1714383189.9732
MEM 5266.207031 1714383190.0760
MEM 5266.207031 1714383190.1787
MEM 5266.207031 1714383190.2814
MEM 5266.207031 1714383190.3841
MEM 5266.207031 1714383190.4869
MEM 5266.207031 1714383190.5896
MEM 5266.207031 1714383190.6923
MEM 5266.207031 1714383190.7950
MEM 5266.207031 1714383190.8978
MEM 5266.207031 1714383191.0005
MEM 5266.207031 1714383191.1032
MEM 5266.207031 1714383191.2059
MEM 5266.207031 1714383191.3087
MEM 5266.207031 1714383191.4114
MEM 5266.207031 1714383191.5141
MEM 5266.207031 1714383191.6168
MEM 5270.828125 1714383191.7206
MEM 5266.207031 1714383191.8233
MEM 5266.207031 1714383191.9270
MEM 5266.207031 1714383192.0297
MEM 5266.207031 1714383192.1325
MEM 5266.207031 1714383192.2352
MEM 5266.207031 1714383192.3379
MEM 5266.207031 1714383192.4406
MEM 5266.207031 1714383192.5434
MEM 5266.207031 1714383192.6461
MEM 5266.207031 1714383192.7488
MEM 5266.207031 1714383192.8515
